"MS-DRG","FY09 Proposed Rule Post-Acute DRG","FY09 Proposed Rule Special Pay DRG","MDC","TYPE","MS-DRG Title","DRGandTitle","Weights","Geometric mean LOS","Arithmetic mean LOS"
"413","No","No","07","SURG","Cholecystectomy w c.d.e. w/o CC/MCC","413 - Cholecystectomy w c.d.e. w/o CC/MCC","1.6895553267000001","4.9761758782000003","5.9272486771999997"
"414","Yes","No","07","SURG","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","414 - Cholecystectomy except by laparoscope w/o c.d.e. w MCC","3.5777145975","9.6869946174999999","11.729631749699999"
"415","Yes","No","07","SURG","Cholecystectomy except by laparoscope w/o c.d.e. w CC","415 - Cholecystectomy except by laparoscope w/o c.d.e. w CC","2.0371732308000001","6.4969515904000001","7.6255103706999998"
"416","Yes","No","07","SURG","Cholecystectomy except by laparoscope w/o c.d.e. w/o CC/MCC","416 - Cholecystectomy except by laparoscope w/o c.d.e. w/o CC/MCC","1.3289902671","4.0984881855999999","4.8294195003000002"
"417","No","No","07","SURG","Laparoscopic cholecystectomy w/o c.d.e. w MCC","417 - Laparoscopic cholecystectomy w/o c.d.e. w MCC","2.4851187303","6.5271239440000004","8.3801326115000006"
"418","No","No","07","SURG","Laparoscopic cholecystectomy w/o c.d.e. w CC","418 - Laparoscopic cholecystectomy w/o c.d.e. w CC","1.6540933915","4.5273223929000004","5.6344022461999996"
"419","No","No","07","SURG","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","419 - Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","1.12956195","2.5096719882","3.1920524261000001"
"420","No","No","07","SURG","Hepatobiliary diagnostic procedures w MCC","420 - Hepatobiliary diagnostic procedures w MCC","4.0975898094999996","9.8879354995999993","13.660574412500001"
"421","No","No","07","SURG","Hepatobiliary diagnostic procedures w CC","421 - Hepatobiliary diagnostic procedures w CC","1.8977770209","5.5858041396999996","7.6878557875000002"
"422","No","No","07","SURG","Hepatobiliary diagnostic procedures w/o CC/MCC","422 - Hepatobiliary diagnostic procedures w/o CC/MCC","1.2274838457999999","3.2307584012000001","4.3608562691000001"
"423","No","No","07","SURG","Other hepatobiliary or pancreas O.R. procedures w MCC","423 - Other hepatobiliary or pancreas O.R. procedures w MCC","4.5535385063999998","11.7996740971","15.859922179"
"424","No","No","07","SURG","Other hepatobiliary or pancreas O.R. procedures w CC","424 - Other hepatobiliary or pancreas O.R. procedures w CC","2.5159030925999999","7.9328407354000001","10.417225950800001"
"425","No","No","07","SURG","Other hepatobiliary or pancreas O.R. procedures w/o CC/MCC","425 - Other hepatobiliary or pancreas O.R. procedures w/o CC/MCC","1.3760205396","3.9876212856","5.3760000000000003"
"432","No","No","07","MED","Cirrhosis & alcoholic hepatitis w MCC","432 - Cirrhosis & alcoholic hepatitis w MCC","1.6775946487","5.1983989570000002","6.9534161490999997"
"433","No","No","07","MED","Cirrhosis & alcoholic hepatitis w CC","433 - Cirrhosis & alcoholic hepatitis w CC","0.93784455639999997","3.8078513330999999","4.8709010034000002"
"434","No","No","07","MED","Cirrhosis & alcoholic hepatitis w/o CC/MCC","434 - Cirrhosis & alcoholic hepatitis w/o CC/MCC","0.65505382889999997","2.9027829231000002","3.6963470319999998"
"435","No","No","07","MED","Malignancy of hepatobiliary system or pancreas w MCC","435 - Malignancy of hepatobiliary system or pancreas w MCC","1.7117474563999999","5.7245598946999996","7.5624483726999996"
"436","No","No","07","MED","Malignancy of hepatobiliary system or pancreas w CC","436 - Malignancy of hepatobiliary system or pancreas w CC","1.1891930175000001","4.4873800277999996","5.8419131625"
"437","No","No","07","MED","Malignancy of hepatobiliary system or pancreas w/o CC/MCC","437 - Malignancy of hepatobiliary system or pancreas w/o CC/MCC","0.95058843940000004","3.2371784796999998","4.2540540541"
"438","No","No","07","MED","Disorders of pancreas except malignancy w MCC","438 - Disorders of pancreas except malignancy w MCC","1.6991575436999999","5.4752358050999996","7.5087145194999998"
"439","No","No","07","MED","Disorders of pancreas except malignancy w CC","439 - Disorders of pancreas except malignancy w CC","1.0222894672","4.2223274772000003","5.3279825929999998"
"440","No","No","07","MED","Disorders of pancreas except malignancy w/o CC/MCC","440 - Disorders of pancreas except malignancy w/o CC/MCC","0.69631996969999999","3.1589825765000001","3.8104570071000001"
"441","Yes","No","07","MED","Disorders of liver except malig,cirr,alc hepa w MCC","441 - Disorders of liver except malig,cirr,alc hepa w MCC","1.6580386368","5.1089521004999998","7.0415572725000004"
"442","Yes","No","07","MED","Disorders of liver except malig,cirr,alc hepa w CC","442 - Disorders of liver except malig,cirr,alc hepa w CC","0.98247140119999998","3.9435596302999998","5.1108203677999997"
"443","Yes","No","07","MED","Disorders of liver except malig,cirr,alc hepa w/o CC/MCC","443 - Disorders of liver except malig,cirr,alc hepa w/o CC/MCC","0.69449780159999996","3.0168554810999999","3.7806145848999999"
"444","No","No","07","MED","Disorders of the biliary tract w MCC","444 - Disorders of the biliary tract w MCC","1.5579195088","5.0090108837000002","6.6252714861999999"
"445","No","No","07","MED","Disorders of the biliary tract w CC","445 - Disorders of the biliary tract w CC","1.0375480453999999","3.7569153637000001","4.7265201595999997"
"446","No","No","07","MED","Disorders of the biliary tract w/o CC/MCC","446 - Disorders of the biliary tract w/o CC/MCC","0.72252427190000001","2.6271775992999999","3.2665452719000001"
"453","No","No","08","SURG","Combined anterior/posterior spinal fusion w MCC","453 - Combined anterior/posterior spinal fusion w MCC","9.8723761290999992","12.016174979200001","15.6673706441"
"454","No","No","08","SURG","Combined anterior/posterior spinal fusion w CC","454 - Combined anterior/posterior spinal fusion w CC","7.0370375372999998","6.5153597977000004","8.0271186440999998"
"455","No","No","08","SURG","Combined anterior/posterior spinal fusion w/o CC/MCC","455 - Combined anterior/posterior spinal fusion w/o CC/MCC","5.1743509753000003","3.6687149706","4.4313326551000003"
"456","No","No","08","SURG","Spinal fus exc cerv w spinal curv/malig/infec or 9+ fus w MCC","456 - Spinal fus exc cerv w spinal curv/malig/infec or 9+ fus w MCC","8.5224729270000008","11.632016589699999","14.7061310782"
"457","No","No","08","SURG","Spinal fus exc cerv w spinal curv/malig/infec or 9+ fus w CC","457 - Spinal fus exc cerv w spinal curv/malig/infec or 9+ fus w CC","5.6672140827000002","6.2367282795000003","7.4836303357"
"458","No","No","08","SURG","Spinal fus exc cerv w spinal curv/malig/infec or 9+ fus w/o CC/MCC","458 - Spinal fus exc cerv w spinal curv/malig/infec or 9+ fus w/o CC/MCC","4.7056445915999996","4.0147263526000003","4.5420037336999997"
"459","Yes","No","08","SURG","Spinal fusion except cervical w MCC","459 - Spinal fusion except cervical w MCC","5.9846764530999996","7.6373174575","9.4482463643999992"
"460","Yes","No","08","SURG","Spinal fusion except cervical w/o MCC","460 - Spinal fusion except cervical w/o MCC","3.5746338459999998","3.6426250146000001","4.2180422117000003"
"461","No","No","08","SURG","Bilateral or multiple major joint procs of lower extremity w MCC","461 - Bilateral or multiple major joint procs of lower extremity w MCC","4.5635524018","6.7876372490000003","8.4341846757999992"
"462","No","No","08","SURG","Bilateral or multiple major joint procs of lower extremity w/o MCC","462 - Bilateral or multiple major joint procs of lower extremity w/o MCC","3.1564198974000002","3.8771753801000002","4.2193528785999996"
"463","Yes","No","08","SURG","Wnd debrid & skn grft exc hand, for musculo-conn tiss dis w MCC","463 - Wnd debrid & skn grft exc hand, for musculo-conn tiss dis w MCC","4.6668662355999997","11.999637660799999","16.571258907400001"
"464","Yes","No","08","SURG","Wnd debrid & skn grft exc hand, for musculo-conn tiss dis w CC","464 - Wnd debrid & skn grft exc hand, for musculo-conn tiss dis w CC","2.6117279098999999","7.6780437502999996","10.220452209699999"
"465","Yes","No","08","SURG","Wnd debrid & skn grft exc hand, for musculo-conn tiss dis w/o CC/MCC","465 - Wnd debrid & skn grft exc hand, for musculo-conn tiss dis w/o CC/MCC","1.4955171577999999","4.4074932388999999","5.8661384487000001"
"466","Yes","No","08","SURG","Revision of hip or knee replacement w MCC","466 - Revision of hip or knee replacement w MCC","4.5563936492000003","7.3581606910000001","9.1726848440000008"
"467","Yes","No","08","SURG","Revision of hip or knee replacement w CC","467 - Revision of hip or knee replacement w CC","3.0720122400999998","4.7512054300999997","5.4892071254000001"
"468","Yes","No","08","SURG","Revision of hip or knee replacement w/o CC/MCC","468 - Revision of hip or knee replacement w/o CC/MCC","2.4596509193","3.6118507428000002","3.9308646652000001"
"469","Yes","No","08","SURG","Major joint replacement or reattachment of lower extremity w MCC","469 - Major joint replacement or reattachment of lower extremity w MCC","3.2978658099999998","6.8592610514999999","8.1699213630000003"
"470","Yes","No","08","SURG","Major joint replacement or reattachment of lower extremity w/o MCC","470 - Major joint replacement or reattachment of lower extremity w/o MCC","2.0143953663","3.6313185686999998","3.9283459993999998"
"471","No","No","08","SURG","Cervical spinal fusion w MCC","471 - Cervical spinal fusion w MCC","4.4276920965000004","6.9963338602","9.7945685501999993"
"472","No","No","08","SURG","Cervical spinal fusion w CC","472 - Cervical spinal fusion w CC","2.6199677495999998","2.7850905302000002","4.0919159954"
"473","No","No","08","SURG","Cervical spinal fusion w/o CC/MCC","473 - Cervical spinal fusion w/o CC/MCC","1.9212837650000001","1.5648731749","1.9622352529"
"474","Yes","No","08","SURG","Amputation for musculoskeletal sys & conn tissue dis w MCC","474 - Amputation for musculoskeletal sys & conn tissue dis w MCC","3.4435185303","9.5335557376000004","12.645305003400001"
"475","Yes","No","08","SURG","Amputation for musculoskeletal sys & conn tissue dis w CC","475 - Amputation for musculoskeletal sys & conn tissue dis w CC","1.9768378029","6.4894421065000003","8.3931623932000008"
"476","Yes","No","08","SURG","Amputation for musculoskeletal sys & conn tissue dis w/o CC/MCC","476 - Amputation for musculoskeletal sys & conn tissue dis w/o CC/MCC","1.1001114321000001","3.6657702042999998","4.7885462555"
"477","Yes","Yes","08","SURG","Biopsies of musculoskeletal system & connective tissue w MCC","477 - Biopsies of musculoskeletal system & connective tissue w MCC","3.2545258622","8.8945919830999998","11.854763749"
"478","Yes","Yes","08","SURG","Biopsies of musculoskeletal system & connective tissue w CC","478 - Biopsies of musculoskeletal system & connective tissue w CC","2.1266262949999999","4.6195260063000001","6.6118897454000001"
"479","Yes","Yes","08","SURG","Biopsies of musculoskeletal system & connective tissue w/o CC/MCC","479 - Biopsies of musculoskeletal system & connective tissue w/o CC/MCC","1.4778723733000001","1.8904205819","2.8186991157999999"
"480","Yes","Yes","08","SURG","Hip & femur procedures except major joint w MCC","480 - Hip & femur procedures except major joint w MCC","2.9049504162000002","7.8285974312000004","9.2956502209000007"
"481","Yes","Yes","08","SURG","Hip & femur procedures except major joint w CC","481 - Hip & femur procedures except major joint w CC","1.8203590492999999","5.3628321583999998","5.9276349561000004"
"482","Yes","Yes","08","SURG","Hip & femur procedures except major joint w/o CC/MCC","482 - Hip & femur procedures except major joint w/o CC/MCC","1.4975973342","4.4631561236000001","4.8432922769999998"
"483","Yes","No","08","SURG","Major joint & limb reattachment proc of upper extremity w CC/MCC","483 - Major joint & limb reattachment proc of upper extremity w CC/MCC","2.2600959628999999","3.3947566896999999","4.2096660560999997"
"484","Yes","No","08","SURG","Major joint & limb reattachment proc of upper extremity w/o CC/MCC","484 - Major joint & limb reattachment proc of upper extremity w/o CC/MCC","1.7535113426","2.1469743456999999","2.4319240919"
"485","No","No","08","SURG","Knee procedures w pdx of infection w MCC","485 - Knee procedures w pdx of infection w MCC","3.3032803642999999","9.7977584155000006","12.1058425064"
"486","No","No","08","SURG","Knee procedures w pdx of infection w CC","486 - Knee procedures w pdx of infection w CC","2.1663913767","6.7583270931000001","8.0425434584000008"
"487","No","No","08","SURG","Knee procedures w pdx of infection w/o CC/MCC","487 - Knee procedures w pdx of infection w/o CC/MCC","1.5506578957999999","4.8865152493000004","5.6714939024"
"488","Yes","No","08","SURG","Knee procedures w/o pdx of infection w CC/MCC","488 - Knee procedures w/o pdx of infection w CC/MCC","1.6836183109","4.0752366494999999","5.2230244685000002"
"489","Yes","No","08","SURG","Knee procedures w/o pdx of infection w/o CC/MCC","489 - Knee procedures w/o pdx of infection w/o CC/MCC","1.1603648482","2.6048082159999999","3.0468831394000002"
"490","No","No","08","SURG","Back & neck proc exc spinal fusion w CC/MCC or disc device/neurostim","490 - Back & neck proc exc spinal fusion w CC/MCC or disc device/neurostim","1.722059158","2.9644732984000002","4.3442480188000001"
"491","No","No","08","SURG","Back & neck proc exc spinal fusion w/o CC/MCC","491 - Back & neck proc exc spinal fusion w/o CC/MCC","0.94125421239999996","1.7785763708","2.2115127431000001"
"492","Yes","Yes","08","SURG","Lower extrem & humer proc except hip,foot,femur w MCC","492 - Lower extrem & humer proc except hip,foot,femur w MCC","2.7705242030999999","6.8328501839999998","8.5299079755000005"
"493","Yes","Yes","08","SURG","Lower extrem & humer proc except hip,foot,femur w CC","493 - Lower extrem & humer proc except hip,foot,femur w CC","1.7630635975","4.3434901506000001","5.2517461820999998"
"494","Yes","Yes","08","SURG","Lower extrem & humer proc except hip,foot,femur w/o CC/MCC","494 - Lower extrem & humer proc except hip,foot,femur w/o CC/MCC","1.2384882886999999","2.8403388550000002","3.3998970311000001"
"495","Yes","No","08","SURG","Local excision & removal int fix devices exc hip & femur w MCC","495 - Local excision & removal int fix devices exc hip & femur w MCC","3.1781592134999999","8.1465231233999997","10.960913705599999"
"496","Yes","No","08","SURG","Local excision & removal int fix devices exc hip & femur w CC","496 - Local excision & removal int fix devices exc hip & femur w CC","1.7774937720999999","4.5897028509000002","5.9812713848000003"
"497","Yes","No","08","SURG","Local excision & removal int fix devices exc hip & femur w/o CC/MCC","497 - Local excision & removal int fix devices exc hip & femur w/o CC/MCC","1.1277267742999999","2.2698572378000001","3.0061877452000001"
"498","No","No","08","SURG","Local excision & removal int fix devices of hip & femur w CC/MCC","498 - Local excision & removal int fix devices of hip & femur w CC/MCC","2.0274478705000001","5.5249491414999996","7.8865004298999999"
"499","No","No","08","SURG","Local excision & removal int fix devices of hip & femur w/o CC/MCC","499 - Local excision & removal int fix devices of hip & femur w/o CC/MCC","0.90970184909999996","2.2745051346","2.9756756756999998"
"500","Yes","Yes","08","SURG","Soft tissue procedures w MCC","500 - Soft tissue procedures w MCC","2.8422725752","7.7797120947999998","10.8307794803"
"501","Yes","Yes","08","SURG","Soft tissue procedures w CC","501 - Soft tissue procedures w CC","1.4717965436","4.5237944926999996","5.9695169207000003"
"502","Yes","Yes","08","SURG","Soft tissue procedures w/o CC/MCC","502 - Soft tissue procedures w/o CC/MCC","0.95850176180000002","2.3034546998000001","2.9415594481"
"503","No","No","08","SURG","Foot procedures w MCC","503 - Foot procedures w MCC","2.3059239072","7.2357608032999998","9.4585834333999994"
"504","No","No","08","SURG","Foot procedures w CC","504 - Foot procedures w CC","1.4725116884","5.0818405553000003","6.4509713228000001"
"505","No","No","08","SURG","Foot procedures w/o CC/MCC","505 - Foot procedures w/o CC/MCC","0.98821742869999996","2.5938225384","3.3836163836000002"
"506","No","No","08","SURG","Major thumb or joint procedures","506 - Major thumb or joint procedures","1.0285647212","2.4866782905","3.4103831891"
"507","No","No","08","SURG","Major shoulder or elbow joint procedures w CC/MCC","507 - Major shoulder or elbow joint procedures w CC/MCC","1.7188129560000001","3.7226052756999999","5.1459330143999997"
"508","No","No","08","SURG","Major shoulder or elbow joint procedures w/o CC/MCC","508 - Major shoulder or elbow joint procedures w/o CC/MCC","1.1156479668999999","1.6784362805999999","2.0516129032000001"
"509","No","No","08","SURG","Arthroscopy","509 - Arthroscopy","1.1762063969000001","2.0415892427000002","3.1134185304000002"
"510","Yes","No","08","SURG","Shoulder,elbow or forearm proc,exc major joint proc w MCC","510 - Shoulder,elbow or forearm proc,exc major joint proc w MCC","1.9973376822","4.9287896322","6.4069886947999999"
"511","Yes","No","08","SURG","Shoulder,elbow or forearm proc,exc major joint proc w CC","511 - Shoulder,elbow or forearm proc,exc major joint proc w CC","1.3433573263","3.2116892168","3.9758023433999998"
"512","Yes","No","08","SURG","Shoulder,elbow or forearm proc,exc major joint proc w/o CC/MCC","512 - Shoulder,elbow or forearm proc,exc major joint proc w/o CC/MCC","0.9532768908","1.7852762135","2.1581446310999999"
"513","No","No","08","SURG","Hand or wrist proc, except major thumb or joint proc w CC/MCC","513 - Hand or wrist proc, except major thumb or joint proc w CC/MCC","1.2813213796","3.6028415098000002","5.0266159695999999"
"514","No","No","08","SURG","Hand or wrist proc, except major thumb or joint proc w/o CC/MCC","514 - Hand or wrist proc, except major thumb or joint proc w/o CC/MCC","0.80674514409999998","2.1291153358999999","2.8190854871000002"
"515","Yes","Yes","08","SURG","Other musculoskelet sys & conn tiss O.R. proc w MCC","515 - Other musculoskelet sys & conn tiss O.R. proc w MCC","3.0600913676000001","7.8501741596999999","10.4424941053"
"516","Yes","Yes","08","SURG","Other musculoskelet sys & conn tiss O.R. proc w CC","516 - Other musculoskelet sys & conn tiss O.R. proc w CC","1.8072591369","4.5004814548000001","5.9875864515000004"
"517","Yes","Yes","08","SURG","Other musculoskelet sys & conn tiss O.R. proc w/o CC/MCC","517 - Other musculoskelet sys & conn tiss O.R. proc w/o CC/MCC","1.3325691847000001","2.1427588639000001","3.0082772005999998"
"518","Yes","Yes","08","SURG","BACK & NECK PROC EXC SPINAL FUSION W MCC OR DISC DEVICE/NEUROSTIM","518 - BACK & NECK PROC EXC SPINAL FUSION W MCC OR DISC DEVICE/NEUROSTIM","3.0628000000000002","4.4000000000000004","6.5999999999999996"
"519","Yes","Yes","08","SURG","BACK & NECK PROC EXC SPINAL FUSION W CC ","519 - BACK & NECK PROC EXC SPINAL FUSION W CC ","1.6468","3.1000000000000001","4"
"520","Yes","Yes","08","SURG","BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC","520 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC","1.1395999999999999","1.8999999999999999","2.2000000000000002"
"533","Yes","No","08","MED","Fractures of femur w MCC","533 - Fractures of femur w MCC","1.4206593436999999","4.8087698457999997","6.6861313868999996"
"534","Yes","No","08","MED","Fractures of femur w/o MCC","534 - Fractures of femur w/o MCC","0.73175636320000004","3.2684122011999999","4.0300796224999997"
"535","Yes","No","08","MED","Fractures of hip & pelvis w MCC","535 - Fractures of hip & pelvis w MCC","1.3327473878","4.7638582640999996","6.2335766423000001"
"536","Yes","No","08","MED","Fractures of hip & pelvis w/o MCC","536 - Fractures of hip & pelvis w/o MCC","0.69335894779999996","3.3507374737000002","3.9328914910999999"
"537","No","No","08","MED","Sprains, strains, & dislocations of hip, pelvis & thigh w CC/MCC","537 - Sprains, strains, & dislocations of hip, pelvis & thigh w CC/MCC","0.88709444390000003","3.6423023705999999","4.4698795180999999"
"538","No","No","08","MED","Sprains, strains, & dislocations of hip, pelvis & thigh w/o CC/MCC","538 - Sprains, strains, & dislocations of hip, pelvis & thigh w/o CC/MCC","0.57865646680000005","2.742183383","3.2196969697000002"
"539","Yes","No","08","MED","Osteomyelitis w MCC","539 - Osteomyelitis w MCC","2.0096901089000001","7.4829904366999997","9.7085162423"
"540","Yes","No","08","MED","Osteomyelitis w CC","540 - Osteomyelitis w CC","1.3457129795","5.7210319181999996","7.1257470119999997"
"541","Yes","No","08","MED","Osteomyelitis w/o CC/MCC","541 - Osteomyelitis w/o CC/MCC","0.92849870339999996","4.2206487429999999","5.3745364648000002"
"542","Yes","No","08","MED","Pathological fractures & musculoskelet & conn tiss malig w MCC","542 - Pathological fractures & musculoskelet & conn tiss malig w MCC","1.8953247295","6.7378178030000004","8.7757926081999997"
"543","Yes","No","08","MED","Pathological fractures & musculoskelet & conn tiss malig w CC","543 - Pathological fractures & musculoskelet & conn tiss malig w CC","1.1263262796","4.7679166062","5.9454994415"
"544","Yes","No","08","MED","Pathological fractures & musculoskelet & conn tiss malig w/o CC/MCC","544 - Pathological fractures & musculoskelet & conn tiss malig w/o CC/MCC","0.76723288349999996","3.7124651975999998","4.4079836991999999"
"545","Yes","No","08","MED","Connective tissue disorders w MCC","545 - Connective tissue disorders w MCC","2.3476954067000002","6.4536818642","9.0907307504000006"
"546","Yes","No","08","MED","Connective tissue disorders w CC","546 - Connective tissue disorders w CC","1.0951371408999999","4.3558827630000003","5.5332136445"
"547","Yes","No","08","MED","Connective tissue disorders w/o CC/MCC","547 - Connective tissue disorders w/o CC/MCC","0.72235195340000002","3.0880198474","3.8106495802000002"
"548","No","No","08","MED","Septic arthritis w MCC","548 - Septic arthritis w MCC","1.8775904639000001","6.7019830338000004","8.9379310345"
"549","No","No","08","MED","Septic arthritis w CC","549 - Septic arthritis w CC","1.1589611414000001","5.0685267098000004","6.3873873873999996"
"550","No","No","08","MED","Septic arthritis w/o CC/MCC","550 - Septic arthritis w/o CC/MCC","0.80057403159999996","3.6580212469000002","4.4545454544999998"
"551","Yes","No","08","MED","Medical back problems w MCC","551 - Medical back problems w MCC","1.5261282676000001","5.4352672162999998","7.1067170110999998"
"552","Yes","No","08","MED","Medical back problems w/o MCC","552 - Medical back problems w/o MCC","0.76229222559999998","3.3587981482","4.1230519900000004"
"553","No","No","08","MED","Bone diseases & arthropathies w MCC","553 - Bone diseases & arthropathies w MCC","1.0977868602","4.6650341577000001","5.9566775243999999"
"554","No","No","08","MED","Bone diseases & arthropathies w/o MCC","554 - Bone diseases & arthropathies w/o MCC","0.63054818420000003","3.0071901490999999","3.6920588541999999"
"555","No","No","08","MED","Signs & symptoms of musculoskeletal system & conn tissue w MCC","555 - Signs & symptoms of musculoskeletal system & conn tissue w MCC","1.0013775595000001","3.6095054495999999","4.8405365127"
"556","No","No","08","MED","Signs & symptoms of musculoskeletal system & conn tissue w/o MCC","556 - Signs & symptoms of musculoskeletal system & conn tissue w/o MCC","0.57377732749999999","2.4979706793999998","3.1093699688999998"
"557","Yes","No","08","MED","Tendonitis, myositis & bursitis w MCC","557 - Tendonitis, myositis & bursitis w MCC","1.4264472707","5.2032812968000002","6.6103183315000003"
"558","Yes","No","08","MED","Tendonitis, myositis & bursitis w/o MCC","558 - Tendonitis, myositis & bursitis w/o MCC","0.80089446649999996","3.5176661832999998","4.2593304607000002"
"559","Yes","No","08","MED","Aftercare, musculoskeletal system & connective tissue w MCC","559 - Aftercare, musculoskeletal system & connective tissue w MCC","1.7085361547","5.3388884886000003","7.5504688362000003"
"560","Yes","No","08","MED","Aftercare, musculoskeletal system & connective tissue w CC","560 - Aftercare, musculoskeletal system & connective tissue w CC","0.94914458580000005","3.6294834162999998","4.7216948368000002"
"561","Yes","No","08","MED","Aftercare, musculoskeletal system & connective tissue w/o CC/MCC","561 - Aftercare, musculoskeletal system & connective tissue w/o CC/MCC","0.57943327710000003","2.1363859679999999","2.7680180179999998"
"562","Yes","No","08","MED","Fx, sprn, strn & disl except femur, hip, pelvis & thigh w MCC","562 - Fx, sprn, strn & disl except femur, hip, pelvis & thigh w MCC","1.3933050492000001","4.9196864475000002","6.3673506779000002"
"563","Yes","No","08","MED","Fx, sprn, strn & disl except femur, hip, pelvis & thigh w/o MCC","563 - Fx, sprn, strn & disl except femur, hip, pelvis & thigh w/o MCC","0.67489703560000003","3.1059098654000001","3.7018947020000001"
"564","No","No","08","MED","Other musculoskeletal sys & connective tissue diagnoses w MCC","564 - Other musculoskeletal sys & connective tissue diagnoses w MCC","1.4052568854","5.2040584487999997","6.9933774833999998"
"565","No","No","08","MED","Other musculoskeletal sys & connective tissue diagnoses w CC","565 - Other musculoskeletal sys & connective tissue diagnoses w CC","0.88481693439999998","3.9231308685999999","4.9794623980999999"
"566","No","No","08","MED","Other musculoskeletal sys & connective tissue diagnoses w/o CC/MCC","566 - Other musculoskeletal sys & connective tissue diagnoses w/o CC/MCC","0.66730624429999996","2.9639187347","3.6835684331"
"570","Yes","No","09","SURG","SKIN DEBRIDEMENT W MCC","570 - SKIN DEBRIDEMENT W MCC","2.3952","7.2000000000000002","9.3000000000000007"
"571","Yes","No","09","SURG","SKIN DEBRIDEMENT W CC","571 - SKIN DEBRIDEMENT W CC","1.4663999999999999","5.2000000000000002","6.2999999999999998"
"572","Yes","No","09","SURG","SKIN DEBRIDEMENT W/O CC/MCC","572 - SKIN DEBRIDEMENT W/O CC/MCC","0.9919","3.7000000000000002","4.4000000000000004"
"573","Yes","No","09","SURG","Skin graft &/or debrid for skn ulcer or cellulitis w MCC","573 - Skin graft &/or debrid for skn ulcer or cellulitis w MCC","3.1702785820999999","9.5970126533000002","13.0765157049"
"574","Yes","No","09","SURG","Skin graft &/or debrid for skn ulcer or cellulitis w CC","574 - Skin graft &/or debrid for skn ulcer or cellulitis w CC","1.9361819956999999","7.1478628368999999","9.3248808560000001"
"575","Yes","No","09","SURG","Skin graft &/or debrid for skn ulcer or cellulitis w/o CC/MCC","575 - Skin graft &/or debrid for skn ulcer or cellulitis w/o CC/MCC","1.1176052084000001","4.7003261771","5.8520688393000002"
"576","No","No","09","SURG","Skin graft &/or debrid exc for skin ulcer or cellulitis w MCC","576 - Skin graft &/or debrid exc for skin ulcer or cellulitis w MCC","3.4522121683","8.3617584266999998","12.9506398537"
"577","No","No","09","SURG","Skin graft &/or debrid exc for skin ulcer or cellulitis w CC","577 - Skin graft &/or debrid exc for skin ulcer or cellulitis w CC","1.5788311292999999","4.1717064135999999","6.1104129264000004"
"578","No","No","09","SURG","Skin graft &/or debrid exc for skin ulcer or cellulitis w/o CC/MCC","578 - Skin graft &/or debrid exc for skin ulcer or cellulitis w/o CC/MCC","0.98029409069999995","2.3905685674999999","3.3061558612000002"
"579","Yes","No","09","SURG","Other skin, subcut tiss & breast proc w MCC","579 - Other skin, subcut tiss & breast proc w MCC","2.7821058779999999","7.7900893596999996","10.682996297400001"
"580","Yes","No","09","SURG","Other skin, subcut tiss & breast proc w CC","580 - Other skin, subcut tiss & breast proc w CC","1.4092505107","3.6548098871999999","5.5077512139999998"
"581","Yes","No","09","SURG","Other skin, subcut tiss & breast proc w/o CC/MCC","581 - Other skin, subcut tiss & breast proc w/o CC/MCC","0.86062598069999996","1.9141319696000001","2.6144657714999999"
"582","No","No","09","SURG","Mastectomy for malignancy w CC/MCC","582 - Mastectomy for malignancy w CC/MCC","0.96820821629999998","2.1086956292000001","2.8416807353000002"
"583","No","No","09","SURG","Mastectomy for malignancy w/o CC/MCC","583 - Mastectomy for malignancy w/o CC/MCC","0.74984331230000001","1.5612976330999999","1.8064627019999999"
"584","No","No","09","SURG","Breast biopsy, local excision & other breast procedures w CC/MCC","584 - Breast biopsy, local excision & other breast procedures w CC/MCC","1.4344185967","3.9786876127999999","5.9850299400999996"
"585","No","No","09","SURG","Breast biopsy, local excision & other breast procedures w/o CC/MCC","585 - Breast biopsy, local excision & other breast procedures w/o CC/MCC","0.79945406190000001","1.6822792869000001","2.2321307012"
"592","Yes","No","09","MED","Skin ulcers w MCC","592 - Skin ulcers w MCC","1.7468908407999999","6.5731727841999996","8.8726358630999993"
"593","Yes","No","09","MED","Skin ulcers w CC","593 - Skin ulcers w CC","1.1021426416","5.1700865635","6.4407413429"
"594","Yes","No","09","MED","Skin ulcers w/o CC/MCC","594 - Skin ulcers w/o CC/MCC","0.78711650889999996","4.0579134089000002","5.0592511813999996"
"595","No","No","09","MED","Major skin disorders w MCC","595 - Major skin disorders w MCC","1.8159089974","6.2118002918000004","8.3186318632000003"
"596","No","No","09","MED","Major skin disorders w/o MCC","596 - Major skin disorders w/o MCC","0.81996657169999998","3.7640001497000002","4.7576328685"
"597","No","No","09","MED","Malignant breast disorders w MCC","597 - Malignant breast disorders w MCC","1.6000702876999999","5.9329570376999996","8.2008733623999994"
"598","No","No","09","MED","Malignant breast disorders w CC","598 - Malignant breast disorders w CC","1.0811985664999999","4.2536720651","5.7242857142999997"
